3.617849 7.578413 0.580394
12.312054 11.298739 3.645074
3.225224 11.267859 1.143066
7.110691 13.332549 0.868808
19.661100 14.577844 0.496063
9.522736 15.591228 1.203997
4.367793 11.635650 5.816633
16.548537 11.637259 0.847142
3.571701 4.676650 6.238291
8.973420 7.244318 6.382797
0.645257 11.487511 5.046073
12.757406 8.930444 4.400824
10.944178 5.691569 5.179360
8.512656 16.679635 0.218713
1.481417 1.121016 3.377150
0.598510 8.828856 6.067869
2.124079 7.924110 6.843659
13.514972 15.533485 5.887820
9.490325 18.093853 1.992128
2.495952 7.760271 6.645854
2.706088 8.299949 2.019464
18.043452 2.668178 3.203768
18.225903 14.431227 6.807405
5.345363 1.990656 0.977655
13.170260 0.722247 4.632325
12.702770 8.763290 1.455964
15.401293 14.692472 0.310859
18.061281 10.215347 2.739894
1.788330 17.523147 3.079162
9.453520 12.535253 4.508656
12.328892 8.485731 3.081850
3.705212 14.534718 4.549605
9.896065 2.196608 6.269582
11.423898 15.585430 2.774459
5.529562 11.831627 2.630092
10.394741 6.232030 2.136654
4.617026 0.275624 6.689150
6.173585 9.783091 3.610567
3.891062 9.490574 4.559500
19.431086 5.480946 2.003173
15.462766 9.594443 6.232688
7.313189 11.414916 0.113277
15.386440 10.774377 4.122337
9.954746 18.467546 3.928177
13.490484 6.014850 6.699717
2.729581 11.393583 5.388182
14.118513 18.511553 1.429096
17.805317 10.807035 0.451412
1.075240 9.080967 6.448468
6.237414 2.169552 2.339814
1.355849 0.517143 1.055572
15.234972 18.528412 4.905873
13.061137 14.674686 4.586590
1.525428 9.448675 5.051274
16.043371 1.881215 1.249576
0.512148 19.759917 0.675557
6.389748 2.936894 5.992034
12.330654 12.631136 1.170358
12.717349 18.488374 3.652688
12.608741 6.977866 6.750343
2.413894 2.938314 6.461668
18.979186 9.642571 1.729638
2.741343 17.510653 6.470748
14.395852 18.999200 1.573443
11.022630 8.585164 1.977898
6.338221 9.469276 5.945711
6.621322 2.438398 0.203980
19.787586 16.766560 3.184712
14.151817 17.133682 5.064367
12.277181 17.083079 2.118712
1.583301 4.175631 5.985600
14.369913 17.696451 1.525014
15.007904 6.848578 6.483328
8.117562 8.213368 4.555404
5.813838 16.698852 2.371666
10.692708 6.036407 6.075199
2.820524 3.602220 4.326968
7.148444 1.358806 4.452712
18.241790 9.038012 4.922857
5.446114 12.633999 5.525851
4.028565 6.946771 4.024224
3.481286 18.955279 0.381453
12.116765 8.450388 1.072631
8.808001 7.478603 4.923599
5.005835 5.275945 2.848718
10.491237 10.360142 0.403890
15.748286 18.411233 0.630876
13.796853 0.500136 3.336254
14.357884 15.919046 2.002081
14.909624 4.102114 6.736371
3.490069 2.458300 5.940180
13.668354 14.999558 4.050606
7.761689 8.750049 5.205393
6.456024 0.030094 4.846799
16.159989 15.441261 5.666174
2.175816 7.795568 5.618004
8.244339 6.872142 0.446900
15.891880 7.566201 6.772672
1.861407 9.817664 1.435835
6.468586 4.827854 6.674415
8.090839 3.201459 5.947545
0.722396 2.498295 2.442012
17.626072 16.428908 3.643461
9.119399 12.039045 1.324522
12.821649 16.099766 2.202583
7.697414 12.224059 1.520871
8.393301 2.567297 4.616416
3.340032 0.119953 3.506928
11.188607 4.135589 2.247133
2.660086 2.755720 5.374064
15.929613 9.859074 1.239636
17.262275 15.937902 6.404057
6.518037 11.587079 5.090160
1.769688 15.467981 6.361278
2.244592 2.901699 2.850080
6.716768 3.947518 3.372906
7.852448 2.959576 3.333717
2.218054 0.411014 3.662284
7.883863 17.762149 0.162007
4.094006 4.121014 6.150296
16.196986 10.341370 3.183869
14.880546 6.811724 2.811342
18.128011 11.510174 0.468371
2.569156 17.494269 1.469390
12.667455 8.329456 6.131762
17.246032 5.152422 0.165861
6.238268 14.442210 5.055004
9.202991 7.662165 5.874356
14.183318 18.128903 1.068933
2.061076 12.953444 3.358594
11.912085 17.588269 0.140046
19.946184 11.689802 4.130088
7.135418 0.227040 0.109378
6.777771 9.730380 4.610866
6.902037 5.051411 6.571652
3.060159 5.419336 1.594070
9.873939 0.324648 4.079813
15.146735 3.593216 6.083432
9.478921 19.084435 3.939617
10.255700 8.778505 2.577934
14.141249 14.358085 0.805780
3.325326 6.124332 1.782455
13.561370 4.373159 4.982321
17.266428 11.668971 2.549177
7.276650 2.088912 4.117682
4.221032 6.121823 6.686183
18.121108 7.172404 3.135562
12.166873 8.550163 6.697694
12.486844 11.266017 3.296496
16.733242 19.096647 0.655208
15.074248 12.861656 0.026089
3.885821 15.992978 5.518845
9.906260 4.229715 2.202868
