164.490331 170.531738 94.270129
14.326567 215.221358 136.012928
208.193704 14.767947 146.500134
167.141543 123.937821 147.404617
86.304097 152.334339 185.393775
63.713798 176.640510 172.521541
156.616879 131.023193 152.738587
183.123585 90.482487 152.655403
65.272867 173.008579 175.591812
15.523995 140.235972 212.409693
40.820008 188.338322 166.995219
15.525687 240.168425 84.279777
190.317438 169.073830 14.775416
104.883995 175.374134 152.539374
163.871126 162.864481 107.918557
67.464539 121.649581 213.716905
173.071526 132.936180 131.906100
121.918872 3.230074 223.942750
167.002160 153.468480 116.544859
49.760498 215.919065 126.205587
198.571058 77.093124 140.182685
149.395597 205.348971 23.189559
208.303331 83.755276 120.912265
82.252742 178.073163 162.939974
166.003817 162.277222 105.516995
178.280987 123.690699 133.945887
34.607399 202.078092 151.630382
107.008364 230.019154 25.795326
129.512815 132.030847 175.554226
171.254992 147.846756 117.635303
185.554587 98.379067 144.623838
147.989277 189.740185 84.396896
152.388720 107.526699 173.898496
92.817426 235.445189 31.232806
153.139176 179.728782 96.285811
76.618767 183.005321 160.198679
151.918928 108.241397 173.866153
126.189012 177.829256 132.204724
172.915186 29.114010 185.142412
186.662055 171.826154 25.652486
63.199652 111.150520 220.627210
21.364538 122.832634 222.442578
207.516952 77.706084 126.188269
157.008940 58.221072 192.310945
172.955029 64.172148 176.049690
199.751846 22.109980 156.956520
164.625050 183.021702 66.533071
61.405151 152.422249 194.991963
243.429516 0.760963 75.937421
42.647448 85.715499 236.345189
13.729285 163.709088 195.027796
63.851570 103.057354 224.337154
180.590932 161.672003 79.209082
201.151471 76.266334 136.917976
57.852364 73.457948 237.238348
101.051285 77.658863 220.868148
169.314159 107.266536 157.643921
46.590543 250.707625 0.090915
201.247898 36.526123 152.283046
43.660274 49.785299 246.252319
117.967016 7.924716 225.933579
154.120661 201.510207 25.796477
134.149935 167.325421 137.952884
116.064960 204.841582 97.948208
32.370051 243.180523 69.573077
95.785795 62.298088 227.967168
97.374005 82.896851 220.615990
142.154295 166.009503 131.369712
157.763722 140.581787 142.731809
113.800746 133.215852 185.277972
184.256032 38.713202 171.976751
65.810532 168.573875 179.657515
157.647068 174.372840 98.825679
182.602521 3.715158 177.953693
90.506629 236.854234 27.085454
190.879337 105.543036 132.101273
102.211029 216.945087 86.676033
157.362003 192.268732 57.401523
120.795650 129.247274 183.653350
41.563523 251.334775 11.327154
34.488488 26.544466 251.258702
82.889460 136.567673 198.755146
158.139104 142.384838 140.511856
122.698471 223.186983 12.556105
42.296803 224.622229 113.052355
248.041476 21.684319 55.047403
133.279010 39.453900 213.787500
132.428967 203.224213 78.660588
148.376074 205.874142 25.007564
127.432688 30.255637 218.793296
34.936104 180.743228 176.454963
62.866831 62.646911 239.056742
201.672134 144.271884 59.489274
117.577341 217.433772 62.634842
219.596577 125.018003 34.246787
50.621373 5.811535 249.857365
30.661184 229.097814 107.699041
31.385348 133.672547 214.875802
107.605346 218.806259 74.631835
179.409227 156.834161 90.776512
179.191972 131.991047 124.473294
166.380419 140.975492 132.168327
74.935805 57.100254 236.958195
151.053211 152.692645 137.451386
165.516210 83.161443 175.252842
208.603952 129.735090 68.397350
109.128317 126.538481 192.624047
16.597441 248.250926 55.865934
189.697295 15.631961 169.692598
120.011756 140.427584 175.790421
190.585852 132.478766 105.600235
12.815808 179.890179 180.278336
183.641665 167.049681 58.267855
53.644680 89.237325 232.774458
161.406264 34.063744 194.454826
145.473288 139.035930 156.625454
35.143537 202.821416 150.510482
149.265842 120.585080 167.940307
178.732173 37.886529 177.888789
74.558551 241.899486 30.832792
223.284994 113.729024 47.270714
60.518614 58.528429 240.700894
14.233561 0.408611 254.602119
82.967120 200.388124 134.112105
245.643441 6.378523 68.144071
99.706048 150.283644 180.273487
171.364798 46.727357 182.963548
184.971267 118.758446 129.255799
183.719936 74.815812 160.232891
176.725745 125.288313 134.520815
234.704308 78.563818 61.372750
144.940564 39.280491 206.092882
169.850062 143.329446 125.030502
